trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1416,False,"{'a': 0.5, 'e': 0.014201825408491282}",25,19,11.619191983111069,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.5, 'e': 0.014159219932265809}",20,12,11.84157389821723,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.5, 'e': 0.01411674227246901}",25,17,15.736689681370077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.5, 'e': 0.014074392045651604}",25,14,16.518791480734475,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.5, 'e': 0.014032168869514649}",25,20,8.534945755169389,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.5, 'e': 0.013990072362906105}",20,9,18.33917877736855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.5, 'e': 0.013948102145817386}",20,10,-1.307584643522631,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1423,False,"{'a': 0.5, 'e': 0.013906257839379934}",20,12,15.891475728957072,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.5, 'e': 0.013864539065861794}",20,13,14.982660521296966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.5, 'e': 0.013822945448664208}",20,11,15.29624410899962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.5, 'e': 0.013781476612318216}",20,11,18.752791637052617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.5, 'e': 0.013740132182481261}",30,22,14.271565075025098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.5, 'e': 0.013698911785933817}",20,12,19.155565630746906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.5, 'e': 0.013657815050576016}",25,17,13.525331783515684,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.5, 'e': 0.013616841605424288}",30,22,14.537772787408098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.5, 'e': 0.013575991080608016}",20,12,16.405076163373614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.5, 'e': 0.013535263107366191}",20,6,25.92583216580367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.5, 'e': 0.013494657318044093}",20,7,26.348733887471354,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.5, 'e': 0.01345417334608996}",20,16,7.918905772612118,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.5, 'e': 0.01341381082605169}",20,14,12.990179202142972,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.5, 'e': 0.013373569393573535}",25,6,35.41231339711633,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.5, 'e': 0.013333448685392815}",35,22,24.167288282592196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.5, 'e': 0.013293448339336636}",35,25,18.73232523548824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.5, 'e': 0.013253567994318627}",20,12,18.10044887073211,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.5, 'e': 0.013213807290335671}",20,8,27.713705684947325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.5, 'e': 0.013174165868464665}",25,17,12.456739543057287,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.5, 'e': 0.01313464337085927}",20,10,20.038357798620655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.5, 'e': 0.013095239440746692}",25,11,23.99044841702914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.5, 'e': 0.013055953722424452}",25,12,25.01536636923759,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.5, 'e': 0.01301678586125718}",35,15,32.755408759794214,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.5, 'e': 0.012977735503673407}",25,18,13.049147464993224,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.5, 'e': 0.012938802297162388}",20,0,31.981468670202787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.5, 'e': 0.0128999858902709}",30,19,16.504289328823546,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.5, 'e': 0.012861285932600088}",30,16,28.358209541535956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.5, 'e': 0.012822702074802288}",30,4,47.96842378488092,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.5, 'e': 0.01278423396857788}",25,11,1.3051676615481886,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1452,False,"{'a': 0.5, 'e': 0.012745881266672147}",20,12,15.062974574088745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.5, 'e': 0.01270764362287213}",25,17,16.35390541172281,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.5, 'e': 0.012669520692003514}",30,12,27.240748581900725,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.5, 'e': 0.012631512129927504}",20,7,24.553416818367733,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.5, 'e': 0.01259361759353772}",35,24,17.098477240547652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.5, 'e': 0.012555836740757107}",20,6,24.568322239783694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.5, 'e': 0.012518169230534837}",20,12,16.452148240642877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.5, 'e': 0.012480614722843232}",20,10,21.57154771055671,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.5, 'e': 0.012443172878674703}",20,9,24.20178445563599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.5, 'e': 0.01240584336003868}",25,7,30.831046733610858,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.5, 'e': 0.012368625829958563}",25,0,39.171215489976504,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1463,False,"{'a': 0.5, 'e': 0.012331519952468688}",20,16,7.55442812157459,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.5, 'e': 0.012294525392611283}",25,14,19.858841850229325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.5, 'e': 0.012257641816433448}",25,14,19.41223207387203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.5, 'e': 0.012220868890984149}",20,14,8.704641268133617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.5, 'e': 0.012184206284311196}",20,6,29.193445668929094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.5, 'e': 0.012147653665458263}",25,20,8.371785618285607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.5, 'e': 0.012111210704461887}",25,6,34.33276720260246,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.5, 'e': 0.012074877072348502}",20,14,11.908438521481406,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'a': 0.5, 'e': 0.012038652441131456}",20,12,15.272719942375414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.5, 'e': 0.012002536483808062}",30,22,14.794442708782624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.5, 'e': 0.011966528874356638}",25,9,31.16142177168488,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.5, 'e': 0.011930629287733568}",20,10,14.742945832983228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.5, 'e': 0.011894837399870368}",20,2,28.645596647237387,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.5, 'e': 0.011859152887670756}",20,6,25.802665895039883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.5, 'e': 0.011823575429007744}",35,17,33.93552037221534,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.5, 'e': 0.01178810470272072}",25,3,20.477447328795254,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1479,False,"{'a': 0.5, 'e': 0.011752740388612558}",30,14,29.682922918260548,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.5, 'e': 0.011717482167446721}",20,0,33.24912117383601,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1481,False,"{'a': 0.5, 'e': 0.01168232972094438}",25,20,11.395088714326992,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.5, 'e': 0.011647282731781547}",25,20,11.183372585871188,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'a': 0.5, 'e': 0.011612340883586203}",30,24,12.836593365025912,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.5, 'e': 0.011577503860935444}",20,0,32.368013432648354,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1485,False,"{'a': 0.5, 'e': 0.011542771349352637}",20,10,20.420979769716368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.5, 'e': 0.011508143035304579}",25,12,22.242051504894803,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.5, 'e': 0.011473618606198666}",20,12,14.842319757262977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.5, 'e': 0.011439197750380069}",30,16,26.016596317015555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.5, 'e': 0.011404880157128929}",25,11,27.49234231908731,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.5, 'e': 0.011370665516657542}",30,17,24.76335823123558,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.5, 'e': 0.011336553520107569}",20,12,13.756972093968564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.5, 'e': 0.011302543859547246}",20,10,8.51267302685659,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1493,False,"{'a': 0.5, 'e': 0.011268636227968604}",20,12,12.532118585563833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.5, 'e': 0.011234830319284699}",20,8,21.87514031789932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.5, 'e': 0.011201125828326844}",20,16,8.266391062027777,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.5, 'e': 0.011167522450841863}",25,13,23.56310764601647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.5, 'e': 0.011134019883489337}",30,16,27.01330394413017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.5, 'e': 0.011100617823838869}",20,9,6.999436605737298,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1499,False,"{'a': 0.5, 'e': 0.011067315970367352}",20,16,8.065557014033704,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.5, 'e': 0.01103411402245625}",20,12,17.508275047931406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.5, 'e': 0.01100101168038888}",20,8,22.3347708055278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.5, 'e': 0.010968008645347714}",30,23,12.463630843692966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.5, 'e': 0.01093510461941167}",30,21,17.329934511692052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.5, 'e': 0.010902299305553436}",35,21,24.458341543099746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.5, 'e': 0.010869592407636776}",20,9,20.827756190054522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.5, 'e': 0.010836983630413865}",20,15,7.9808671013262025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.5, 'e': 0.010804472679522623}",20,10,18.920620620310963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'a': 0.5, 'e': 0.010772059261484055}",25,13,20.778052083367275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.5, 'e': 0.010739743083699604}",20,12,13.609179817419609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1510,False,"{'a': 0.5, 'e': 0.010707523854448505}",30,20,21.235860429510677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1511,False,"{'a': 0.5, 'e': 0.010675401282885159}",30,21,16.6853828540134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.5, 'e': 0.010643375079036503}",35,24,21.054057353425176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.5, 'e': 0.010611444953799393}",25,12,21.296597471169243,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.5, 'e': 0.010579610618937994}",20,13,1.4355264981323506,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1515,False,"{'a': 0.5, 'e': 0.01054787178708118}",25,14,22.20463584513988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.5, 'e': 0.010516228171719936}",30,13,29.991491560070713,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.5, 'e': 0.010484679487204777}",25,18,14.189873765972557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.5, 'e': 0.010453225448743162}",30,24,11.778281768777884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.5, 'e': 0.010421865772396934}",20,12,19.420918582601637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.5, 'e': 0.010390600175079742}",30,17,23.639457476896673,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1521,False,"{'a': 0.5, 'e': 0.010359428374554502}",20,8,22.471237851963313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.5, 'e': 0.01032835008943084}",20,16,8.003481828747189,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.5, 'e': 0.010297365039162548}",30,21,18.603736950959313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.5, 'e': 0.01026647294404506}",20,5,27.559386733345555,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1525,False,"{'a': 0.5, 'e': 0.010235673525212924}",20,13,10.810953230397338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.5, 'e': 0.010204966504637286}",20,15,9.256093079809812,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1527,False,"{'a': 0.5, 'e': 0.010174351605123375}",35,20,27.089342772291047,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1528,False,"{'a': 0.5, 'e': 0.010143828550308005}",35,21,22.694659973928594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1529,False,"{'a': 0.5, 'e': 0.01011339706465708}",20,13,11.300125824002713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1530,False,"{'a': 0.5, 'e': 0.010083056873463109}",20,9,19.928673414987337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1531,False,"{'a': 0.5, 'e': 0.01005280770284272}",20,8,22.541917102682948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1532,False,"{'a': 0.5, 'e': 0.010022649279734192}",20,8,24.807870523599572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.5, 'e': 0.00999258133189499}",25,12,20.610110967403152,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.5, 'e': 0.009962603587899304}",20,11,14.120402833510337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.5, 'e': 0.009932715777135606}",30,17,21.3490553614965,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.5, 'e': 0.009902917629804199}",20,14,11.747938818914088,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.5, 'e': 0.009873208876914787}",20,11,19.242340607472507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.5, 'e': 0.009843589250284043}",20,2,30.954677195644944,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.5, 'e': 0.009814058482533191}",20,0,31.777614718482283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0.5, 'e': 0.00978461630708559}",20,11,16.676400375001617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.5, 'e': 0.009755262458164334}",35,26,17.196763399016803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.5, 'e': 0.009725996670789841}",20,9,20.058644000922783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.5, 'e': 0.009696818680777472}",20,16,7.708417734626802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
