trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.5735935877278646}",25,0,-69.43793029132767,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.571872806964681}",25,0,-72.13411599410067,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.5701571885437869}",20,2,-25.570566100843756,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.5684467169781556}",20,10,-90.20138367866453,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
189,False,"{'a': 0.5, 'e': 0.5667413768272211}",30,16,-16.903434587493123,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.5650411526967395}",20,14,12.670843446820923,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.5633460292386493}",25,11,-68.47354750498808,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
192,False,"{'a': 0.5, 'e': 0.5616559911509333}",30,0,-87.44627374855995,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
193,False,"{'a': 0.5, 'e': 0.5599710231774805}",30,16,-15.463210796874854,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.5582911101079481}",25,14,-5.801538131032126,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.5566162367776242}",20,11,7.787004486974581,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.5549463880672914}",25,0,4.100270651077251,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.5532815489030894}",30,0,-18.053878950892575,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.5516217042563801}",20,0,-127.24875254091279,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.549966839143611}",25,0,-121.19458261796632,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
200,False,"{'a': 0.5, 'e': 0.5483169386261801}",20,0,-71.7808363308924,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.5466719878103016}",20,0,-34.90943026623418,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.5450319718468707}",25,7,-58.54688803517431,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
203,False,"{'a': 0.5, 'e': 0.5433968759313301}",25,5,-45.462821574519864,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.5417666853035361}",20,0,-30.605653906761404,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.5401413852476254}",25,0,-118.14293443534878,"{0: 18, 1: 4, 2: 0, 3: 0, 4: 3}",0
206,False,"{'a': 0.5, 'e': 0.5385209610918825}",30,0,-73.39434608303131,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.5369053982086068}",20,0,-61.1112203452628,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.535294682013981}",20,0,15.197545764980902,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.5336887979679391}",20,0,-66.497612099532,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.5320877315740353}",30,0,-119.23435499476966,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
211,False,"{'a': 0.5, 'e': 0.5304914683793133}",30,1,-124.95811936048003,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 2}",1
212,False,"{'a': 0.5, 'e': 0.5288999939741753}",30,15,-17.554478474305867,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.5273132939922528}",20,12,15.91475148265566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.525731354110276}",30,0,-50.04516013806983,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.5241541600479452}",35,7,-78.54286294898428,"{0: 21, 1: 4, 2: 1, 3: 0, 4: 2}",1
216,False,"{'a': 0.5, 'e': 0.5225816975678014}",30,8,-96.47056923470012,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 2}",1
217,False,"{'a': 0.5, 'e': 0.521013952475098}",20,0,-10.114225097596762,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.5194509106176727}",25,9,-11.257260302216833,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.5178925578858197}",25,15,-48.58626067380866,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.5163388802121622}",25,0,-55.218460469584144,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.5147898635715258}",25,18,-41.1360268759737,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.5132454939808112}",20,0,-28.672980960281276,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.5117057574988688}",20,0,-58.14637030693909,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.5101706402263723}",25,8,-29.751851225506513,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.5086401283056932}",20,0,-43.14916969141482,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.5071142079207761}",25,16,-19.147804376762387,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.5055928652970137}",35,0,-89.51909270719474,"{0: 23, 1: 4, 2: 6, 3: 2, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.5040760867011227}",20,10,-7.892099519554167,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.5025638584410194}",25,13,-44.42656008531064,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
230,False,"{'a': 0.5, 'e': 0.5010561668656963}",20,6,-42.6952860302453,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.49955299836509925}",35,13,-88.18929019670156,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
232,False,"{'a': 0.5, 'e': 0.49805433937000393}",30,17,0.2328701674669229,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.4965601763518939}",30,2,0.204361908348073,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.49507049582283824}",30,0,-44.11356324240157,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.49358528433536975}",20,15,-1.6597185997127655,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.49210452848236363}",35,7,7.79976207332173,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.49062821489691655}",20,3,17.441514869127992,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.4891563302522258}",25,0,-67.5871883953902,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.48768886126146915}",20,0,-26.74033009693702,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.48622579467768473}",25,0,-169.7846500624236,"{0: 17, 1: 3, 2: 0, 3: 1, 4: 4}",0
241,False,"{'a': 0.5, 'e': 0.4847671172936517}",30,0,-26.85486813543549,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.4833128159417707}",20,0,8.867022010609652,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.4818628774939454}",35,25,-2.8897439445550916,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.48041728886146357}",25,10,-15.523647000426253,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.4789760369948792}",20,14,-0.7581922159868184,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.47753910888389456}",25,0,-9.388922941792057,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.4761064915572429}",25,0,-10.030144707534877,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.4746781720825711}",20,8,-39.15285479221881,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.4732541375663234}",20,12,-21.567437300560876,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.4718343751536244}",25,15,-65.51612029843182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
251,False,"{'a': 0.5, 'e': 0.47041887202816357}",20,0,-10.205618330243267,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.4690076154120791}",25,15,-16.31191615025641,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.46760059256584285}",30,0,-89.82511736416174,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.4661977907881453}",25,14,-16.09558276985034,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.4647991974157809}",20,9,-51.89225468214021,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.46340479982353355}",25,4,-49.052202423914835,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.46201458542406293}",20,13,-9.393024199112572,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.4606285416677907}",20,13,1.7589969014558067,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.45924665604278736}",20,0,-17.181708369321207,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.457868916074659}",25,0,-100.56104023231197,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.45649530932643506}",20,11,-19.81301443353097,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.45512582339845575}",25,10,13.267113634324225,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.45376044592826037}",25,6,-12.111084204166552,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.4523991645904756}",30,16,8.481290369817378,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.45104196709670413}",25,12,-0.4947965885368184,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.449688841195414}",25,3,-21.610326518196942,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.5, 'e': 0.4483397746718278}",20,2,-19.998161016994995,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.4469947553478123}",25,15,-23.39382562390393,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.44565377108176885}",20,13,7.511773687324391,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.44431680976852356}",20,8,-7.729879744293196,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.44298385933921797}",20,8,8.322826880801381,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.4416549077612003}",25,17,9.512602113869502,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.4403299430379167}",20,16,8.900594819181613,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.43900895320880295}",20,9,-31.075920926526308,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.5, 'e': 0.43769192634917653}",25,19,5.782680007745664,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.436378850570129}",20,0,-73.00866694748697,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.4350697140184186}",25,5,-7.102360194195927,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.43376450487636337}",25,1,-70.25511522195075,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.43246321136173427}",30,10,-54.80540167050521,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
280,False,"{'a': 0.5, 'e': 0.43116582172764906}",20,3,8.796157294531083,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.42987232426246613}",20,0,-50.66898702401806,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.42858270728967873}",20,5,-44.46106926514734,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
283,False,"{'a': 0.5, 'e': 0.4272969591678097}",25,11,0.9291941269293973,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.4260150682903063}",20,0,-172.35196059118653,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
285,False,"{'a': 0.5, 'e': 0.4247370230854354}",25,0,-60.43330646864108,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.4234628120161791}",30,0,10.750213373966309,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.42219242358013054}",25,15,3.5839554632740844,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.4209258463093902}",35,9,9.118218263014835,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.419663068770462}",35,25,18.4684431839025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.4184040795641506}",30,18,-32.848373731737986,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.41714886732545814}",30,0,-170.16250478133264,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
292,False,"{'a': 0.5, 'e': 0.41589742072348174}",25,18,2.4075560402491565,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.4146497284613113}",20,0,-73.86507501055564,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.41340577927592737}",20,0,-17.470542479137944,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.41216556193809956}",25,5,-2.440408378300278,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.41092906525228523}",20,0,12.808173718581246,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.40969627805652836}",35,0,-123.1535949310476,"{0: 26, 1: 1, 2: 5, 3: 1, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.40846718922235875}",25,12,9.237312116388875,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.40724178765469166}",25,8,-26.273026718025577,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.4060200622917276}",25,1,-40.84214690667984,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.4048020021048524}",20,0,-61.94115280202876,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.40358759609853784}",30,11,-115.98861056813273,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 2}",1
303,False,"{'a': 0.5, 'e': 0.4023768333102422}",30,0,-34.32116702923362,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.4011697028103115}",25,14,-6.154026872120477,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.3999661937018806}",20,13,0.4178460364838381,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.39876629512077494}",30,20,12.093673370394715,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.3975699962354126}",20,5,15.878873837885225,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.3963772862467064}",35,19,9.711882000701996,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.39518815438796623}",30,16,-78.55371107222038,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
310,False,"{'a': 0.5, 'e': 0.3940025899248023}",25,10,-76.36141935325007,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
311,False,"{'a': 0.5, 'e': 0.3928205821550279}",30,17,-2.3793118123254926,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.39164212040856283}",20,8,0.6321419004790105,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.39046719404733715}",35,1,-63.5149424219127,"{0: 29, 1: 0, 2: 3, 3: 0, 4: 2}",1
314,False,"{'a': 0.5, 'e': 0.38929579246519513}",25,0,11.102936482829131,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.38812790508779954}",20,8,-38.951273709611876,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.38696352137253615}",35,22,-20.76291140079629,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.38580263080841853}",30,0,-157.45411748790733,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
318,False,"{'a': 0.5, 'e': 0.3846452229159933}",20,1,10.696944235236737,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.3834912872472453}",25,0,-0.8931225517997159,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.3823408133855036}",20,1,-44.53113493015398,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.38119379094534706}",20,0,-34.570143559980565,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.380050209572511}",25,2,-7.631741152570625,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.3789100589437935}",20,16,8.062213356022875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.3777733287669621}",35,18,-53.041071610501035,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
325,False,"{'a': 0.5, 'e': 0.37664000878066123}",25,0,5.882698787470444,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.37551008875431924}",20,2,-17.72130256807931,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.37438355848805627}",20,7,17.683928944008322,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.3732604078125921}",25,18,13.844742150371095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.37214062658915437}",25,13,1.1832026398898363,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.3710242047093869}",25,9,20.22523085893379,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.3699111320952587}",20,6,-73.07648362574359,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
332,False,"{'a': 0.5, 'e': 0.36880139869897294}",25,11,-19.49577624399759,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.367694994502876}",25,3,-4.813864923336904,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.3665919095193674}",25,18,-38.826724834476025,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
335,False,"{'a': 0.5, 'e': 0.36549213379080925}",25,17,10.40705913356863,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.3643956573894368}",20,10,-48.87970729344508,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
337,False,"{'a': 0.5, 'e': 0.3633024704172685}",25,18,-6.6330925962168426,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.3622125630060167}",25,3,14.765919556718858,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.3611259253169986}",35,24,-2.2972826143403378,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.3600425475410476}",20,0,-9.062636736393193,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.3589624198984244}",25,11,-30.988850029805945,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.35788553263872913}",30,12,6.138053297573759,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.35681187604081294}",25,14,-30.22369533291901,"{0: 8, 1: 1, 2: 0, 3: 2, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.3557414404126905}",25,0,0.500242064863774,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.35467421609145244}",25,6,-18.222488111441837,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.35361019344317807}",20,0,-5.267679508579864,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.35254936286284855}",25,20,10.130426476812344,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.35149171477426}",25,7,-62.65488689583148,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
349,False,"{'a': 0.5, 'e': 0.3504372396299372}",25,16,-20.799587196477265,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.3493859279110474}",20,10,7.561771802801185,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.34833777012731426}",30,8,-28.447774119120734,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.34729275681693234}",25,15,19.447418066955585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.3462508785464815}",30,13,20.907325592630215,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.34521212591084205}",30,6,0.0667562632540899,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.34417648953310953}",20,0,10.393125182242464,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.3431439600645102}",30,8,23.90164138119752,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.34211452818431665}",20,14,-1.0140790396424515,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.3410881845997637}",20,0,-40.556364096410405,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
359,False,"{'a': 0.5, 'e': 0.3400649200459644}",20,9,-5.601855502844096,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.3390447252858265}",30,16,-16.143220933061183,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.33802759110996905}",20,0,21.344525580718738,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.3370135083366391}",20,13,0.5897813886925896,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.3360024678116292}",25,11,14.378656928230143,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.3349944604081943}",20,11,-66.3913430892154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
365,False,"{'a': 0.5, 'e': 0.33398947702696974}",20,11,4.7162237027569835,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.3329875085958888}",20,14,-23.046886033512532,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.33198854607010114}",25,11,25.179963748939134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.33099258043189084}",25,9,23.164262707189152,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
